x,y,t,source_layer_index,target_layer_index,target_camera_code,source_p_mean,source_p_nonzero_fraction,source_p_range,source_x_range,source_y_range,source_rows_read,gcode_strategy_id,gcode_layer_line_count,gcode_layer_motion_length,gcode_layer_laser_on_fraction,gcode_layer_l_mean,gcode_layer_l_range,gcode_layer_f_mean,gcode_layer_turn_score_mean,gcode_strategy_line_count,gcode_strategy_motion_length_mean,gcode_strategy_laser_on_fraction_mean,gcode_mode_island,gcode_mode_laser_power,gcode_mode_laser_path,gcode_hatch_space,gcode_laser_density,target_intensity_std,target_center_periphery_contrast,target_grid_mean_range,target_quadrant_contrast,split_name,row_id,source_member_name,target_member_name,gcode_member_name,gcode_strategy_name
-2.317048,-1.310144,56.000000,56,55,1,139.966823,0.787012,234.860202,91.010000,50.810000,2913440.000000,2,560.000000,1215.958912,0.533929,100.214286,195.000000,789.642857,1.547526,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,28.725944,25.824623,56.663850,18.036544,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0055,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0056.csv,In-situ Meas Data/Layer Camera/B0055.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.205736,-1.875114,57.000000,57,56,1,146.111058,0.812951,234.875145,91.010000,50.810036,3323498.000000,12,1108.000000,2440.127955,0.985560,190.036101,234.000000,794.765343,1.257500,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,28.129810,24.025862,53.917307,16.742400,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0056,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0057.csv,In-situ Meas Data/Layer Camera/B0056.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.027792,-3.802426,58.000000,58,57,1,143.825367,0.808473,235.026259,91.010000,50.810000,3426603.000000,10,902.000000,1822.111990,0.982262,187.778271,234.000000,793.569845,1.274988,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,28.429858,24.709815,54.360215,17.847552,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0057,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0058.csv,In-situ Meas Data/Layer Camera/B0057.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.777442,-1.123449,59.000000,59,58,1,142.507448,0.800512,234.929196,91.010000,50.810000,3155674.000000,12,844.000000,1676.872165,0.981043,187.836493,234.000000,793.127962,1.276174,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,28.666146,25.517450,55.717870,17.170432,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0058,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0059.csv,In-situ Meas Data/Layer Camera/B0058.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.276205,-1.496130,60.000000,60,59,1,139.838002,0.787063,234.925219,91.010000,50.810000,2933834.000000,2,564.000000,1215.423997,0.533688,100.195035,195.000000,789.716312,1.555845,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,28.841154,26.362920,55.006656,16.333056,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0059,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0060.csv,In-situ Meas Data/Layer Camera/B0059.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.040257,-2.003624,61.000000,61,60,1,146.631334,0.814653,234.891452,91.010000,50.810013,3368986.000000,12,1144.000000,2376.756587,0.986014,189.631993,234.000000,794.755245,1.203729,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.435545,27.970688,64.455181,17.521600,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0060,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0061.csv,In-situ Meas Data/Layer Camera/B0060.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-1.979565,-3.493515,62.000000,62,61,1,144.141978,0.804004,409.831913,91.010000,50.810000,3375376.000000,10,941.000000,1792.004654,0.982997,188.515409,234.000000,793.623804,1.210468,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,28.655680,24.737721,55.736815,18.955648,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0061,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0062.csv,In-situ Meas Data/Layer Camera/B0061.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.736946,-1.219649,63.000000,63,62,1,142.485041,0.797849,234.928208,91.010000,50.810000,3129790.000000,12,855.000000,1701.380934,0.981287,187.609357,234.000000,793.216374,1.275544,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.657662,29.320264,63.467624,17.301248,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0062,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0063.csv,In-situ Meas Data/Layer Camera/B0062.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.265941,-1.621930,64.000000,64,63,1,140.456919,0.787569,234.923018,91.010000,50.810000,2936745.000000,2,576.000000,1223.331383,0.532986,100.138889,195.000000,789.930556,1.553357,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,28.561773,26.184889,54.157450,16.906176,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0063,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0064.csv,In-situ Meas Data/Layer Camera/B0063.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
0.094117,-2.067908,65.000000,65,64,1,147.001955,0.813940,234.962656,91.010000,50.810997,3420494.000000,12,1076.000000,2361.904162,0.985130,189.815985,234.000000,794.609665,1.269297,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,28.385606,24.925410,56.214030,16.066048,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0064,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0065.csv,In-situ Meas Data/Layer Camera/B0064.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
